Ticker,Buy,Confidence
5PAISA.NS,No,4.84
AAVAS.NS,No,4.37
APTUS.NS,No,0.44
ARMANFIN.NS,Yes,97.36
ASIANPAINT.NS,No,0.01
BANDHANBNK.NS,No,1.46
DELTACORP.NS,No,0.12
HINDUNILVR.NS,No,0.01
INFY.NS,No,25.22
JIOFIN.NS,No,0.31
LALPATHLAB.NS,No,0.03
TATAELXSI.NS,No,0.04
TCS.NS,Yes,97.78
WIPRO.NS,No,15.76
SWIGGY.NS,No,35.05
^NSEI,No,0.47
^NSEBANK,No,0.02
^NSEMDCP50,No,0.05
^CNX100,No,0.04
^CNXIT,Yes,83.46
^CNXFMCG,No,0.01
^CNXAUTO,No,0.01
^CNXPHARMA,No,0.01
^CNXREALTY,No,2.3
^CNXENERGY,No,0.23
