Ticker,Buy,Confidence
5PAISA.NS,No,0.33
AAVAS.NS,Yes,99.11
APTUS.NS,Yes,99.93
ARMANFIN.NS,No,17.61
ASIANPAINT.NS,No,0.17
BANDHANBNK.NS,Yes,97.88
DELTACORP.NS,No,2.86
HINDUNILVR.NS,No,0.01
INFY.NS,Yes,95.69
JIOFIN.NS,No,0.09
LALPATHLAB.NS,No,39.83
TATAELXSI.NS,No,0.54
TCS.NS,No,2.04
WIPRO.NS,No,19.56
SWIGGY.NS,Yes,64.9
^NSEI,No,0.0
^NSEBANK,No,8.02
^NSEMDCP50,No,10.17
^CNX100,No,0.0
^CNXIT,No,41.24
^CNXFMCG,No,0.01
^CNXAUTO,No,0.12
^CNXPHARMA,No,0.02
^CNXREALTY,Yes,93.34
^CNXENERGY,No,0.08
