Ticker,Buy,Confidence
5PAISA.NS,No,3.44
AAVAS.NS,Yes,55.79
APTUS.NS,No,3.51
ARMANFIN.NS,No,26.88
ASIANPAINT.NS,No,1.9
BANDHANBNK.NS,No,3.01
DELTACORP.NS,No,1.03
HINDUNILVR.NS,No,0.27
INFY.NS,Yes,59.91
JIOFIN.NS,No,0.14
LALPATHLAB.NS,No,2.98
TATAELXSI.NS,No,0.19
TCS.NS,No,1.24
WIPRO.NS,No,0.58
SWIGGY.NS,No,17.64
^NSEI,No,0.0
^NSEBANK,No,0.06
^NSEMDCP50,No,1.58
^CNX100,No,0.18
^CNXIT,No,25.13
^CNXFMCG,No,1.08
^CNXAUTO,No,0.07
^CNXPHARMA,No,0.0
^CNXREALTY,Yes,99.95
^CNXENERGY,No,0.01
